customer_id,loan_id,loan_type,loan_amount,interest_rate,loan_term,employment_type,income_level,credit_score,gender,marital_status,education_level,default_status,application_date,approval_date,disbursement_date,due_date
CUST-00003954,LN00000614,"Home Loan",99656,0,41,Full-time,Medium,584,Female,Divorced,PhD,False,2019-12-08,2019-12-24,2020-01-02,2020-04-11
CUST-00001120,LN00004227,"Home Loan",31027,0,43,Self-employed,Medium,831,Female,Married,Master,False,2018-02-15,2018-03-12,2018-03-23,2018-05-22
CUST-00001913,LN00001955,"Car Loan",73541,0,43,Self-employed,High,831,Male,Married,"High School",False,2020-05-26,2020-06-20,2020-06-21,2020-09-02
CUST-00003003,LN00004277,"Personal Loan",60321,0,49,Self-employed,High,810,Male,Married,Master,True,2020-05-19,2020-05-30,2020-06-05,2020-10-06
CUST-00002263,LN00000349,"Home Loan",1956,0,39,Full-time,Low,695,Male,Married,Bachelor,False,2022-05-20,2022-06-13,2022-06-23,2022-08-05
CUST-00000743,LN00002519,"Car Loan",75131,0,21,Self-employed,Low,419,Female,Married,PhD,False,2018-08-15,2018-09-05,2018-09-19,2019-01-24
CUST-00004154,LN00000161,"Home Loan",48908,0,33,Self-employed,High,396,Female,Single,Master,False,2022-05-11,2022-05-26,2022-06-06,2022-08-26
CUST-00002453,LN00000114,"Personal Loan",79339,0,28,Full-time,Medium,419,Male,Single,"High School",False,2022-10-06,2022-11-03,2022-11-12,2023-03-08
CUST-00002769,LN00001486,"Car Loan",26963,0,33,Part-time,Low,836,Male,Married,"High School",True,2022-04-20,2022-04-24,2022-05-06,2022-10-15
CUST-00000783,LN00001629,"Personal Loan",40443,0,54,Full-time,High,452,Male,Married,PhD,False,2021-02-16,2021-03-12,2021-03-17,2021-05-27
CUST-00000097,LN00004239,"Education Loan",40063,0,30,Full-time,Low,544,Male,Single,Bachelor,False,2020-09-04,2020-09-28,2020-09-29,2021-01-30
CUST-00000587,LN00003684,"Education Loan",81818,0,28,Full-time,Medium,815,Male,Divorced,PhD,True,2021-06-15,2021-07-09,2021-07-16,2021-08-21
CUST-00004637,LN00002499,"Education Loan",5703,0,35,Part-time,Medium,692,Male,Single,PhD,False,2021-01-29,2021-02-10,2021-02-23,2021-04-11
CUST-00004912,LN00001996,"Education Loan",66128,0,47,Full-time,High,442,Female,Married,Master,False,2020-03-01,2020-03-13,2020-03-27,2020-06-08
CUST-00002239,LN00002110,"Car Loan",73099,0,43,Full-time,Low,803,Female,Divorced,Bachelor,False,2022-10-27,2022-11-07,2022-11-12,2023-03-19
CUST-00000917,LN00000596,"Personal Loan",26849,0,57,Part-time,Medium,519,Male,Married,PhD,False,2018-11-30,2018-12-02,2018-12-09,2019-03-11
CUST-00003350,LN00000940,"Home Loan",32860,0,47,Full-time,Medium,459,Female,Divorced,Master,False,2022-03-11,2022-04-07,2022-04-12,2022-08-14
CUST-00002587,LN00001300,"Home Loan",32585,0,39,Full-time,Low,375,Female,Married,Master,True,2019-07-10,2019-07-21,2019-07-24,2020-01-01
CUST-00004181,LN00003751,"Home Loan",23015,0,25,Full-time,High,331,Male,Single,Bachelor,False,2018-01-01,2018-01-24,2018-01-31,2018-07-22
CUST-00002489,LN00001153,"Personal Loan",78539,0,47,Part-time,Low,633,Male,Married,Bachelor,False,2020-01-01,2020-01-26,2020-01-29,2020-02-29
CUST-00003794,LN00004460,"Car Loan",44585,0,17,Full-time,Low,824,Female,Single,Master,False,2019-12-29,2020-01-27,2020-02-01,2020-07-03
CUST-00002838,LN00002095,"Personal Loan",27958,0,20,Part-time,Low,739,Female,Divorced,Bachelor,False,2021-03-09,2021-03-28,2021-04-01,2021-05-23
CUST-00002387,LN00003017,"Education Loan",27017,0,32,Part-time,Low,651,Female,Single,Master,False,2020-07-11,2020-07-30,2020-08-02,2020-11-30
CUST-00001842,LN00001398,"Home Loan",77707,0,23,Self-employed,Low,638,Male,Divorced,Bachelor,False,2021-07-23,2021-08-19,2021-08-25,2021-10-19
CUST-00001203,LN00002870,"Personal Loan",46350,0,41,Full-time,Medium,699,Female,Married,Bachelor,False,2019-01-02,2019-01-24,2019-01-31,2019-07-20
CUST-00004770,LN00004756,"Education Loan",13201,0,42,Full-time,High,695,Male,Single,Bachelor,False,2019-09-16,2019-10-09,2019-10-22,2020-03-15
CUST-00000730,LN00001161,"Education Loan",30426,0,51,Self-employed,High,501,Male,Divorced,"High School",False,2022-11-14,2022-12-03,2022-12-08,2023-01-16
CUST-00000317,LN00000796,"Car Loan",18778,0,15,Self-employed,Medium,829,Female,Divorced,Bachelor,False,2022-03-22,2022-04-01,2022-04-01,2022-07-29
CUST-00000076,LN00004131,"Home Loan",46241,0,42,Full-time,High,392,Male,Divorced,"High School",False,2021-07-24,2021-08-02,2021-08-08,2022-01-16
CUST-00003047,LN00002918,"Personal Loan",43229,0,38,Full-time,High,657,Male,Divorced,Master,False,2022-06-27,2022-07-25,2022-07-28,2022-11-16
CUST-00000204,LN00002540,"Education Loan",87652,0,36,Self-employed,Low,695,Male,Married,PhD,False,2018-10-28,2018-11-12,2018-11-13,2019-03-21
CUST-00004289,LN00004354,"Education Loan",49364,0,16,Full-time,High,359,Female,Married,PhD,False,2020-10-20,2020-10-25,2020-10-27,2021-03-16
CUST-00003776,LN00002435,"Home Loan",99833,0,17,Full-time,Low,776,Female,Married,PhD,False,2020-12-29,2021-01-14,2021-01-23,2021-03-01
CUST-00002945,LN00004366,"Personal Loan",85878,0,16,Full-time,High,300,Female,Divorced,Master,False,2020-05-22,2020-06-03,2020-06-06,2020-10-24
CUST-00004356,LN00002001,"Personal Loan",58056,0,38,Self-employed,Medium,610,Male,Married,Bachelor,False,2021-12-22,2022-01-08,2022-01-21,2022-03-04
CUST-00003052,LN00003119,"Home Loan",28490,0,19,Self-employed,High,467,Female,Divorced,"High School",False,2021-04-25,2021-05-06,2021-05-12,2021-09-04
CUST-00002664,LN00002742,"Education Loan",20975,0,20,Part-time,Medium,491,Male,Divorced,Master,False,2018-06-07,2018-06-11,2018-06-19,2018-08-23
CUST-00000432,LN00000954,"Car Loan",27723,0,26,Part-time,Low,333,Female,Divorced,PhD,False,2022-08-01,2022-08-20,2022-08-29,2022-12-30
CUST-00002764,LN00001726,"Home Loan",24279,0,47,Full-time,Low,333,Male,Single,PhD,True,2021-09-16,2021-10-01,2021-10-11,2022-01-11
CUST-00004792,LN00001511,"Education Loan",79301,0,52,Full-time,Low,716,Female,Married,PhD,False,2021-07-04,2021-08-02,2021-08-07,2021-12-23
CUST-00003163,LN00001587,"Car Loan",12561,0,18,Part-time,Low,457,Female,Married,PhD,False,2021-12-03,2021-12-05,2021-12-14,2022-03-21
CUST-00000198,LN00001742,"Home Loan",67061,0,43,Part-time,Medium,799,Male,Single,"High School",False,2019-04-09,2019-04-24,2019-04-28,2019-10-15
CUST-00000039,LN00002459,"Home Loan",89397,0,19,Part-time,High,665,Male,Single,PhD,False,2018-03-24,2018-04-03,2018-04-11,2018-09-21
CUST-00002519,LN00002893,"Education Loan",50153,0,58,Full-time,Low,639,Female,Single,"High School",True,2022-05-29,2022-06-11,2022-06-22,2022-12-14
CUST-00002127,LN00001975,"Home Loan",34142,0,26,Full-time,Low,634,Female,Single,PhD,False,2020-05-28,2020-06-18,2020-06-25,2020-11-19
CUST-00000729,LN00001393,"Personal Loan",27916,0,48,Part-time,Low,626,Male,Divorced,Master,False,2018-01-14,2018-02-08,2018-02-15,2018-03-24
CUST-00003900,LN00003338,"Personal Loan",65324,0,30,Self-employed,Medium,413,Female,Married,"High School",False,2021-02-28,2021-03-21,2021-03-28,2021-06-26
CUST-00003166,LN00002833,"Car Loan",45965,0,50,Part-time,Medium,717,Male,Married,"High School",False,2021-05-04,2021-05-16,2021-05-30,2021-11-23
CUST-00004780,LN00000790,"Home Loan",5648,0,17,Self-employed,Medium,767,Male,Married,Master,False,2019-11-11,2019-11-21,2019-11-28,2020-02-21
CUST-00004228,LN00000300,"Personal Loan",36133,0,30,Self-employed,High,442,Male,Divorced,PhD,False,2020-07-17,2020-07-30,2020-08-06,2021-01-04
CUST-00002125,LN00003851,"Education Loan",51677,0,39,Full-time,High,608,Male,Married,PhD,False,2021-05-20,2021-05-29,2021-06-07,2021-10-10
CUST-00004135,LN00001322,"Education Loan",97059,0,28,Self-employed,Low,700,Male,Single,Bachelor,True,2018-07-26,2018-08-18,2018-08-27,2019-02-02
CUST-00003772,LN00004470,"Education Loan",95588,0,53,Self-employed,Medium,619,Male,Married,Bachelor,False,2021-03-04,2021-03-21,2021-03-27,2021-08-08
CUST-00003258,LN00002110,"Personal Loan",99317,0,30,Part-time,High,511,Male,Married,"High School",True,2018-04-18,2018-04-24,2018-04-25,2018-09-24
CUST-00003207,LN00002386,"Home Loan",71135,0,42,Part-time,High,616,Male,Divorced,Bachelor,False,2022-11-30,2022-12-22,2022-12-23,2023-02-12
CUST-00002599,LN00003447,"Home Loan",36046,0,22,Self-employed,Medium,484,Male,Single,Master,False,2019-09-23,2019-10-10,2019-10-20,2019-12-29
CUST-00004436,LN00004570,"Home Loan",48064,0,26,Part-time,High,504,Male,Single,Master,True,2020-01-01,2020-01-29,2020-02-02,2020-06-19
CUST-00003314,LN00004208,"Car Loan",70350,0,21,Part-time,Medium,663,Male,Single,Master,True,2018-06-14,2018-07-05,2018-07-10,2018-12-24
CUST-00001245,LN00000619,"Home Loan",46893,0,54,Part-time,Medium,515,Male,Married,"High School",True,2020-05-10,2020-05-30,2020-06-11,2020-08-24
CUST-00004088,LN00004891,"Personal Loan",62272,0,34,Part-time,Medium,545,Male,Single,Master,False,2018-06-03,2018-06-04,2018-06-12,2018-07-16
CUST-00000658,LN00000883,"Personal Loan",93152,0,14,Self-employed,Low,538,Male,Single,"High School",True,2018-12-13,2019-01-06,2019-01-06,2019-02-16
CUST-00002966,LN00001704,"Home Loan",68649,0,14,Self-employed,High,690,Male,Married,"High School",False,2020-11-14,2020-11-21,2020-12-01,2021-01-31
CUST-00001700,LN00002796,"Education Loan",65674,0,29,Self-employed,Low,819,Male,Divorced,Master,False,2022-04-28,2022-05-20,2022-05-26,2022-10-22
CUST-00004457,LN00002420,"Car Loan",14760,0,36,Self-employed,Medium,576,Female,Married,Master,False,2022-07-09,2022-07-23,2022-07-29,2022-09-14
CUST-00003044,LN00004692,"Car Loan",22927,0,54,Self-employed,High,501,Female,Divorced,"High School",True,2018-12-16,2019-01-14,2019-01-21,2019-04-24
CUST-00004425,LN00003829,"Personal Loan",87475,0,31,Full-time,High,513,Male,Divorced,Master,False,2022-04-29,2022-05-04,2022-05-16,2022-09-09
CUST-00001800,LN00000508,"Car Loan",62367,0,40,Part-time,Low,777,Female,Single,Bachelor,False,2022-10-14,2022-11-03,2022-11-03,2023-04-10
CUST-00004536,LN00002036,"Education Loan",98955,0,33,Full-time,Low,807,Female,Single,"High School",False,2022-01-18,2022-01-30,2022-02-10,2022-07-06
CUST-00003627,LN00001418,"Home Loan",13588,0,26,Self-employed,High,374,Female,Married,PhD,False,2022-12-26,2023-01-19,2023-01-31,2023-05-22
CUST-00003978,LN00002861,"Car Loan",53233,0,50,Part-time,Low,441,Male,Divorced,"High School",False,2020-01-20,2020-01-24,2020-02-02,2020-06-04
CUST-00001977,LN00003580,"Car Loan",45738,0,21,Self-employed,Low,621,Male,Married,Master,False,2020-01-08,2020-02-05,2020-02-17,2020-08-09
CUST-00004929,LN00002386,"Personal Loan",34397,0,32,Full-time,Medium,760,Male,Single,Master,False,2021-05-26,2021-06-16,2021-06-19,2021-08-15
CUST-00003670,LN00001287,"Education Loan",83189,0,40,Self-employed,High,445,Female,Divorced,"High School",False,2021-06-23,2021-06-25,2021-07-04,2021-08-24
CUST-00004193,LN00000926,"Personal Loan",77367,0,43,Part-time,Medium,353,Female,Single,"High School",False,2018-11-09,2018-12-03,2018-12-07,2019-02-20
CUST-00000938,LN00000229,"Personal Loan",72260,0,21,Self-employed,Medium,655,Male,Single,PhD,False,2020-05-25,2020-06-08,2020-06-09,2020-08-15
CUST-00001290,LN00001769,"Car Loan",77619,0,24,Self-employed,High,576,Female,Single,PhD,False,2022-07-31,2022-08-26,2022-08-27,2022-10-27
CUST-00004671,LN00002422,"Personal Loan",20816,0,58,Part-time,High,699,Female,Divorced,"High School",False,2022-12-19,2023-01-17,2023-01-27,2023-04-21
CUST-00002151,LN00004913,"Personal Loan",43240,0,34,Full-time,Medium,815,Male,Divorced,Master,True,2019-04-05,2019-04-28,2019-05-01,2019-08-27
CUST-00004925,LN00003257,"Car Loan",7276,0,34,Full-time,High,798,Female,Single,"High School",False,2022-05-25,2022-06-02,2022-06-04,2022-10-23
CUST-00000513,LN00004965,"Car Loan",80530,0,42,Part-time,Medium,610,Female,Divorced,Bachelor,False,2022-03-22,2022-04-07,2022-04-19,2022-10-02
CUST-00004762,LN00004543,"Car Loan",24499,0,15,Part-time,Medium,570,Male,Single,Bachelor,True,2022-08-18,2022-09-03,2022-09-09,2022-11-14
CUST-00001517,LN00003153,"Home Loan",89576,0,14,Full-time,Low,748,Female,Single,Master,False,2018-09-13,2018-09-25,2018-10-08,2019-01-10
CUST-00002083,LN00004894,"Education Loan",83495,0,32,Part-time,Medium,411,Male,Single,"High School",False,2022-07-16,2022-08-02,2022-08-08,2022-12-08
CUST-00001405,LN00001234,"Home Loan",72635,0,13,Full-time,High,538,Male,Divorced,"High School",False,2022-07-12,2022-07-31,2022-08-14,2022-11-30
CUST-00004493,LN00003036,"Car Loan",86112,0,15,Self-employed,Medium,443,Male,Married,Bachelor,False,2022-01-30,2022-02-24,2022-02-25,2022-05-25
CUST-00001932,LN00002597,"Education Loan",36946,0,12,Full-time,Medium,673,Male,Married,"High School",True,2020-03-30,2020-04-03,2020-04-07,2020-07-30
CUST-00001886,LN00001310,"Personal Loan",56204,0,26,Part-time,High,319,Male,Divorced,Master,False,2022-03-10,2022-03-22,2022-03-26,2022-06-26
CUST-00002354,LN00000469,"Education Loan",52886,0,44,Self-employed,High,588,Male,Divorced,Master,False,2018-07-28,2018-08-03,2018-08-16,2018-11-29
CUST-00003808,LN00002417,"Car Loan",72652,0,17,Part-time,Low,496,Male,Single,PhD,False,2019-02-11,2019-02-14,2019-02-21,2019-04-17
CUST-00002747,LN00003796,"Home Loan",16563,0,18,Full-time,High,681,Female,Single,Master,False,2018-03-22,2018-04-03,2018-04-10,2018-06-23
CUST-00000581,LN00000854,"Education Loan",93324,0,30,Self-employed,Medium,791,Male,Married,"High School",False,2021-09-15,2021-10-01,2021-10-11,2022-02-12
CUST-00002213,LN00001124,"Personal Loan",93464,0,55,Full-time,High,463,Female,Single,"High School",False,2018-04-17,2018-04-24,2018-05-06,2018-07-09
CUST-00003330,LN00001621,"Home Loan",10847,0,12,Self-employed,High,548,Female,Married,Bachelor,False,2019-10-10,2019-11-05,2019-11-08,2020-02-23
CUST-00000102,LN00003032,"Home Loan",27155,0,50,Part-time,Low,367,Male,Married,Bachelor,False,2019-03-14,2019-03-16,2019-03-25,2019-08-20
CUST-00004551,LN00004821,"Home Loan",80671,0,30,Full-time,Medium,320,Female,Divorced,Master,False,2020-11-03,2020-11-27,2020-11-27,2021-01-02
CUST-00004289,LN00003975,"Home Loan",84310,0,56,Self-employed,Low,811,Male,Divorced,PhD,False,2022-04-16,2022-05-01,2022-05-06,2022-07-27
CUST-00003843,LN00003030,"Personal Loan",68278,0,37,Self-employed,Low,689,Male,Divorced,"High School",True,2019-11-22,2019-11-23,2019-12-04,2020-02-12
CUST-00002964,LN00001471,"Car Loan",19309,0,55,Self-employed,Medium,835,Male,Married,PhD,False,2021-11-26,2021-12-22,2021-12-28,2022-01-30
CUST-00004994,LN00002462,"Personal Loan",1619,0,23,Full-time,High,410,Male,Divorced,"High School",False,2019-05-25,2019-05-25,2019-05-25,2019-06-25
CUST-00004906,LN00000093,"Car Loan",84194,0,33,Part-time,Medium,759,Male,Married,Master,False,2021-12-25,2022-01-19,2022-01-26,2022-03-31
CUST-00000299,LN00001277,"Car Loan",51108,0,24,Part-time,Low,377,Male,Divorced,Master,False,2021-01-22,2021-01-29,2021-02-11,2021-06-25
CUST-00004117,LN00003722,"Education Loan",35707,0,39,Self-employed,Low,733,Female,Married,Bachelor,False,2018-03-23,2018-04-21,2018-04-29,2018-10-16
CUST-00000045,LN00004657,"Personal Loan",21337,0,25,Part-time,Medium,679,Female,Single,PhD,True,2019-11-23,2019-11-25,2019-12-02,2020-04-24
CUST-00002544,LN00001657,"Car Loan",82537,0,33,Full-time,Low,739,Female,Single,Bachelor,True,2018-09-06,2018-09-22,2018-09-24,2019-02-15
CUST-00003860,LN00003111,"Personal Loan",67504,0,41,Part-time,High,638,Female,Married,Master,False,2018-08-29,2018-09-24,2018-10-02,2018-11-07
CUST-00004779,LN00004642,"Personal Loan",48614,0,55,Part-time,High,723,Female,Married,PhD,False,2018-06-14,2018-07-02,2018-07-11,2018-12-11
CUST-00004395,LN00003430,"Car Loan",92428,0,31,Full-time,Medium,468,Male,Single,"High School",False,2022-02-05,2022-02-28,2022-03-02,2022-05-09
CUST-00003553,LN00004874,"Car Loan",92155,0,55,Full-time,Medium,561,Female,Married,Bachelor,False,2021-08-02,2021-08-17,2021-08-28,2022-01-15
CUST-00003156,LN00000188,"Home Loan",1281,0,38,Part-time,High,528,Male,Married,Master,False,2020-11-19,2020-12-15,2020-12-18,2021-04-17
CUST-00003132,LN00004704,"Education Loan",28420,0,49,Part-time,Medium,460,Male,Single,"High School",False,2020-05-17,2020-06-05,2020-06-16,2020-09-02
CUST-00000288,LN00004771,"Car Loan",81896,0,53,Part-time,High,726,Male,Married,Master,True,2019-04-04,2019-04-13,2019-04-18,2019-09-25
CUST-00003706,LN00002346,"Car Loan",40030,0,52,Self-employed,High,421,Male,Divorced,"High School",False,2018-10-31,2018-11-26,2018-12-02,2019-01-17
CUST-00000517,LN00001104,"Car Loan",2058,0,45,Full-time,High,448,Male,Single,Bachelor,True,2019-11-10,2019-12-02,2019-12-14,2020-05-17
CUST-00002202,LN00002227,"Education Loan",87213,0,50,Self-employed,High,410,Male,Divorced,"High School",False,2020-03-05,2020-03-28,2020-04-04,2020-09-22
CUST-00004438,LN00001281,"Personal Loan",77260,0,52,Self-employed,Medium,520,Male,Married,PhD,False,2020-06-30,2020-07-14,2020-07-20,2020-08-23
CUST-00004182,LN00004314,"Home Loan",29404,0,55,Self-employed,High,363,Female,Married,"High School",False,2020-09-24,2020-09-30,2020-10-02,2021-01-22
CUST-00003659,LN00004094,"Home Loan",30856,0,48,Self-employed,High,653,Male,Divorced,Master,False,2020-07-13,2020-07-28,2020-08-07,2020-10-26
CUST-00004287,LN00002315,"Personal Loan",10200,0,12,Part-time,Low,773,Male,Married,"High School",False,2019-12-15,2019-12-31,2020-01-10,2020-06-09
CUST-00003324,LN00001341,"Education Loan",65178,0,26,Full-time,Low,784,Female,Married,Bachelor,False,2019-08-29,2019-09-17,2019-09-18,2019-11-03
CUST-00004077,LN00000591,"Education Loan",34997,0,43,Part-time,Low,312,Female,Divorced,Master,False,2019-04-04,2019-04-16,2019-04-26,2019-09-28
CUST-00003937,LN00000679,"Car Loan",26611,0,19,Full-time,Low,452,Male,Married,Master,True,2020-11-04,2020-12-02,2020-12-03,2021-03-03
CUST-00001170,LN00000616,"Education Loan",42235,0,44,Self-employed,Medium,538,Female,Single,Master,False,2018-10-27,2018-11-05,2018-11-18,2019-03-18
CUST-00000991,LN00000850,"Education Loan",36057,0,29,Full-time,Low,489,Male,Divorced,Master,True,2019-02-11,2019-02-19,2019-03-02,2019-05-01
CUST-00004972,LN00002008,"Car Loan",2239,0,56,Full-time,Low,385,Male,Divorced,PhD,False,2020-12-07,2020-12-13,2020-12-25,2021-02-07
CUST-00003706,LN00004823,"Personal Loan",66661,0,40,Full-time,Low,320,Male,Divorced,Master,False,2022-08-14,2022-08-25,2022-09-02,2023-01-13
CUST-00001852,LN00004171,"Home Loan",46272,0,43,Full-time,Medium,618,Male,Divorced,Master,False,2018-04-24,2018-04-24,2018-04-30,2018-07-08
CUST-00002710,LN00002785,"Personal Loan",90393,0,44,Part-time,High,457,Female,Single,Master,False,2019-03-31,2019-04-23,2019-04-29,2019-08-01
CUST-00004008,LN00000336,"Personal Loan",62212,0,16,Self-employed,Low,780,Female,Divorced,Bachelor,True,2019-06-10,2019-06-25,2019-06-29,2019-08-17
CUST-00002622,LN00000804,"Car Loan",16398,0,29,Part-time,High,375,Female,Divorced,Bachelor,False,2020-04-01,2020-04-04,2020-04-16,2020-07-19
CUST-00002179,LN00004951,"Personal Loan",57503,0,59,Self-employed,Low,628,Male,Married,Master,False,2018-12-14,2019-01-12,2019-01-17,2019-03-19
CUST-00000839,LN00000363,"Education Loan",7638,0,21,Part-time,Medium,715,Male,Divorced,PhD,False,2020-08-23,2020-09-05,2020-09-11,2021-03-09
CUST-00001556,LN00002022,"Personal Loan",7570,0,47,Part-time,Medium,502,Female,Married,"High School",False,2018-06-20,2018-07-19,2018-07-31,2018-10-30
CUST-00001223,LN00002570,"Personal Loan",69785,0,44,Part-time,Medium,528,Female,Divorced,PhD,True,2021-12-23,2022-01-19,2022-01-27,2022-03-08
CUST-00004935,LN00003031,"Car Loan",10110,0,34,Full-time,High,451,Male,Divorced,Master,False,2019-02-10,2019-03-04,2019-03-13,2019-05-19
CUST-00002044,LN00002076,"Car Loan",80141,0,51,Full-time,Medium,371,Female,Single,Master,False,2021-11-04,2021-12-02,2021-12-05,2022-03-09
CUST-00001434,LN00003387,"Home Loan",13115,0,16,Full-time,High,524,Female,Married,PhD,False,2020-12-20,2021-01-10,2021-01-15,2021-03-23
CUST-00001169,LN00000905,"Education Loan",40062,0,45,Full-time,Medium,772,Male,Single,Master,False,2019-06-14,2019-07-06,2019-07-06,2019-08-17
CUST-00000948,LN00004459,"Education Loan",23911,0,35,Part-time,Low,659,Female,Married,"High School",False,2020-07-28,2020-08-22,2020-08-28,2020-10-20
CUST-00000161,LN00002086,"Home Loan",33556,0,28,Part-time,Low,839,Male,Divorced,Bachelor,False,2020-01-12,2020-02-06,2020-02-09,2020-04-14
CUST-00004560,LN00002712,"Home Loan",79131,0,42,Self-employed,Low,345,Female,Single,"High School",True,2022-06-10,2022-06-26,2022-06-27,2022-12-21
CUST-00003132,LN00003705,"Car Loan",2969,0,18,Full-time,Low,300,Female,Married,"High School",False,2018-07-20,2018-07-31,2018-08-03,2018-10-14
CUST-00002628,LN00000144,"Home Loan",44753,0,28,Full-time,High,544,Male,Married,"High School",False,2022-08-09,2022-08-23,2022-08-30,2023-01-15
CUST-00002536,LN00003650,"Personal Loan",83811,0,39,Full-time,Medium,518,Male,Single,PhD,False,2018-02-26,2018-03-19,2018-03-20,2018-07-26
CUST-00002273,LN00003269,"Home Loan",5470,0,49,Full-time,High,590,Male,Married,PhD,False,2018-03-26,2018-04-06,2018-04-20,2018-07-01
CUST-00003464,LN00001070,"Personal Loan",11225,0,33,Full-time,High,757,Male,Divorced,"High School",False,2020-02-22,2020-02-24,2020-02-24,2020-06-16
CUST-00004805,LN00002186,"Home Loan",24196,0,26,Full-time,Low,503,Male,Married,PhD,False,2019-12-14,2019-12-23,2019-12-23,2020-05-04
CUST-00000161,LN00002538,"Car Loan",14669,0,48,Part-time,Medium,501,Male,Divorced,Master,False,2021-02-03,2021-02-22,2021-02-28,2021-07-22
CUST-00001785,LN00004437,"Education Loan",38380,0,26,Full-time,High,781,Female,Married,Bachelor,True,2020-04-05,2020-04-21,2020-04-27,2020-07-11
CUST-00001945,LN00000302,"Personal Loan",49320,0,36,Full-time,High,810,Female,Single,PhD,False,2022-07-24,2022-08-06,2022-08-09,2022-11-08
CUST-00003183,LN00002166,"Education Loan",48414,0,32,Part-time,High,577,Male,Divorced,PhD,False,2020-11-03,2020-11-15,2020-11-28,2021-04-20
CUST-00003975,LN00001761,"Personal Loan",16577,0,49,Self-employed,High,315,Male,Married,"High School",False,2022-04-06,2022-05-05,2022-05-16,2022-09-27
CUST-00003625,LN00004247,"Education Loan",89009,0,13,Part-time,Medium,824,Male,Divorced,Bachelor,False,2020-07-27,2020-08-08,2020-08-12,2020-10-09
CUST-00003745,LN00002655,"Car Loan",56409,0,38,Full-time,Low,655,Female,Single,Master,False,2020-12-04,2020-12-29,2021-01-10,2021-02-23
CUST-00000767,LN00004868,"Personal Loan",29625,0,43,Part-time,Low,655,Female,Married,Master,False,2022-04-19,2022-04-26,2022-05-07,2022-10-05
CUST-00002028,LN00001449,"Home Loan",82040,0,32,Full-time,High,377,Female,Married,Bachelor,False,2019-01-08,2019-01-21,2019-01-25,2019-06-04
CUST-00004007,LN00000632,"Car Loan",25089,0,15,Part-time,Medium,366,Female,Divorced,Master,False,2020-12-30,2020-12-31,2021-01-06,2021-02-23
CUST-00000185,LN00000362,"Education Loan",37487,0,55,Self-employed,Medium,513,Male,Single,Bachelor,False,2020-02-03,2020-02-21,2020-03-03,2020-07-30
CUST-00001897,LN00004192,"Personal Loan",66838,0,30,Full-time,High,748,Female,Single,"High School",False,2020-04-26,2020-05-18,2020-05-20,2020-09-07
CUST-00003296,LN00004388,"Car Loan",97999,0,13,Part-time,Medium,732,Female,Married,Master,False,2021-06-08,2021-06-09,2021-06-13,2021-10-16
CUST-00002405,LN00002075,"Education Loan",95795,0,37,Part-time,High,844,Female,Divorced,Master,False,2019-06-08,2019-06-19,2019-06-25,2019-08-21
CUST-00002540,LN00004401,"Personal Loan",51138,0,45,Part-time,Low,414,Male,Married,Bachelor,False,2021-02-20,2021-03-11,2021-03-22,2021-09-10
CUST-00000733,LN00002771,"Personal Loan",43823,0,25,Full-time,Low,719,Female,Married,Master,False,2022-12-04,2022-12-15,2022-12-25,2023-03-17
CUST-00001622,LN00002918,"Car Loan",38208,0,26,Part-time,Low,798,Male,Divorced,PhD,False,2020-12-28,2021-01-19,2021-01-25,2021-04-06
CUST-00000578,LN00000769,"Education Loan",55061,0,31,Full-time,High,679,Female,Single,"High School",True,2021-02-08,2021-03-07,2021-03-19,2021-06-29
CUST-00002162,LN00000986,"Education Loan",31659,0,45,Full-time,High,442,Female,Married,Master,True,2020-05-20,2020-06-07,2020-06-15,2020-10-13
CUST-00000378,LN00000205,"Personal Loan",32890,0,47,Self-employed,Low,323,Female,Married,Master,False,2021-06-23,2021-07-08,2021-07-11,2021-08-28
CUST-00003849,LN00000867,"Education Loan",80134,0,30,Self-employed,High,838,Male,Divorced,Master,True,2021-10-28,2021-10-29,2021-10-29,2022-02-12
CUST-00001309,LN00002626,"Home Loan",48055,0,20,Part-time,Medium,374,Female,Divorced,Bachelor,False,2018-04-08,2018-04-15,2018-04-28,2018-10-04
CUST-00004193,LN00000662,"Home Loan",20508,0,18,Full-time,Low,834,Female,Married,"High School",False,2020-03-03,2020-03-04,2020-03-08,2020-08-30
CUST-00000842,LN00000679,"Personal Loan",43287,0,41,Part-time,Medium,340,Male,Single,"High School",False,2021-09-07,2021-09-16,2021-09-29,2022-03-13
CUST-00002172,LN00000300,"Education Loan",79916,0,24,Full-time,Medium,712,Female,Divorced,Master,False,2020-03-29,2020-04-13,2020-04-23,2020-10-06
CUST-00000156,LN00000258,"Personal Loan",27984,0,38,Full-time,High,714,Female,Married,Master,True,2019-12-14,2019-12-20,2019-12-23,2020-05-16
CUST-00004149,LN00002763,"Home Loan",9125,0,55,Part-time,High,748,Female,Single,Bachelor,False,2019-11-05,2019-12-01,2019-12-03,2020-05-29
CUST-00001703,LN00000240,"Personal Loan",37059,0,46,Full-time,Low,735,Female,Divorced,"High School",False,2019-05-24,2019-06-11,2019-06-17,2019-10-16
CUST-00002636,LN00003301,"Personal Loan",70569,0,24,Part-time,High,538,Female,Divorced,PhD,False,2020-07-30,2020-08-18,2020-08-26,2020-11-07
